Run_s	SRA_Sample_s	Sample_Name_s	histological_type_s	is_tumor_s	sex_s	SRA_Study_s
SRR660462	SRS389747	GTEX-WEY5-1926-SM-3GIL8	Adipose Tissue	No	female	SRP012682
SRR660498	SRS389748	GTEX-S7SE-0011-R11A-SM-2XCDD	Brain	No	male	SRP012682
SRR660709	SRS389749	GTEX-P44H-0426-SM-2XCEZ	Muscle	No	male	SRP012682
SRR660510	SRS389750	GTEX-S3XE-1626-SM-3K2AJ	Adipose Tissue	No	male	SRP012682
SRR660522	SRS389751	GTEX-Q2AH-1626-SM-3GAF8	Skin	No	male	SRP012682
SRR660534	SRS389752	GTEX-S7SF-2226-SM-3K2BG	Blood Vessel	No	female	SRP012682
SRR660545	SRS389753	GTEX-S4Q7-1526-SM-3K2AG	Muscle	No	male	SRP012682
SRR660579	SRS389754	GTEX-QMR6-0005-SM-32PKY	Blood	No	male	SRP012682
SRR660602	SRS389755	GTEX-SIU7-0006-SM-2XCE6	Blood	No	male	SRP012682
SRR660800	SRS389756	GTEX-WFJO-0326-SM-3GIL3	Lung	No	male	SRP012682
SRR660614	SRS389757	GTEX-U8XE-0426-SM-3DB91	Adipose Tissue	No	male	SRP012682
SRR660626	SRS389758	GTEX-T2IS-3026-SM-32QPM	Brain	No	female	SRP012682
SRR665478	SRS389759	GTEX-WFG8-2426-SM-3GILL	Muscle	No	male	SRP012682
SRR660638	SRS389760	GTEX-QDT8-0011-R2A-SM-32PKQ	Brain	No	female	SRP012682
SRR665357	SRS389761	GTEX-T5JW-1726-SM-3GADN	Adipose Tissue	No	female	SRP012682
SRR665217	SRS389763	GTEX-U3ZH-0526-SM-3DB75	Lung	No	male	SRP012682
SRR665241	SRS389764	GTEX-QDT8-0011-R9A-SM-32PKH	Brain	No	female	SRP012682
SRR665274	SRS389765	GTEX-P44G-2326-SM-2XCCZ	Adipose Tissue	No	male	SRP012682
SRR665405	SRS389767	GTEX-VUSG-0326-SM-3GIJ7	Pancreas	No	male	SRP012682
SRR665417	SRS389768	GTEX-W5X1-2526-SM-3GILC	Skin	No	female	SRP012682
SRR665551	SRS389769	GTEX-SSA3-0226-SM-32QPN	Adipose Tissue	No	male	SRP012682
SRR665298	SRS389770	GTEX-S7SE-0011-R5A-SM-2XCDA	Brain	No	male	SRP012682
SRR665369	SRS389771	GTEX-T8EM-1526-SM-3DB7I	Nerve	No	male	SRP012682
SRR665442	SRS389772	GTEX-P44H-2626-SM-2XCET	Pituitary	No	male	SRP012682
SRR665670	SRS389773	GTEX-T2IS-0011-R2A-SM-32QPF	Brain	No	female	SRP012682
SRR665466	SRS389774	GTEX-WFG8-0926-SM-3GIKJ	Lung	No	male	SRP012682
SRR665646	SRS389775	GTEX-WFG7-0326-SM-3GILI	Thyroid	No	male	SRP012682
SRR665586	SRS389776	GTEX-TSE9-0226-SM-3DB84	Adipose Tissue	No	female	SRP012682
SRR665490	SRS389777	GTEX-T6MO-0226-SM-32QOL	Thyroid	No	female	SRP012682
SRR665502	SRS389778	GTEX-T6MN-0011-R8A-SM-32QP3	Brain	No	male	SRP012682
SRR665658	SRS389779	GTEX-SE5C-0526-SM-2XCE1	Lung	No	female	SRP012682
SRR661779	SRS389780	GTEX-PVOW-0011-R1A-SM-32PL6	Brain	No	male	SRP012682
SRR661735	SRS389781	GTEX-QDVN-2126-SM-33HBS	Adipose Tissue	No	male	SRP012682
SRR661167	SRS389782	GTEX-S32W-2226-SM-2XCAY	Adipose Tissue	No	female	SRP012682
SRR660871	SRS389783	GTEX-W5WG-0006-SM-3GIJT	Blood	No	female	SRP012682
SRR660907	SRS389784	GTEX-PVOW-0726-SM-2XCF5	Blood Vessel	No	male	SRP012682
SRR660933	SRS389785	GTEX-T6MN-2626-SM-32PMQ	Brain	No	male	SRP012682
SRR661818	SRS389786	GTEX-P44H-0011-R4A-SM-2XCEW	Brain	No	male	SRP012682
SRR660945	SRS389787	GTEX-UTHO-0011-R3A-SM-3GIK8	Brain	No	male	SRP012682
SRR661192	SRS389788	GTEX-U3ZH-0326-SM-3DB7A	Heart	No	male	SRP012682
SRR660957	SRS389789	GTEX-SNOS-0006-SM-32PLH	Blood	No	male	SRP012682
SRR660981	SRS389790	GTEX-U3ZM-0426-SM-3DB73	Lung	No	male	SRP012682
SRR660969	SRS389791	GTEX-T6MN-0011-R1A-SM-32QOY	Brain	No	male	SRP012682
SRR661005	SRS389792	GTEX-QDT8-0011-R4A-SM-32PKM	Brain	No	female	SRP012682
SRR661028	SRS389793	GTEX-PSDG-0226-SM-33HC1	Skin	No	male	SRP012682
SRR661052	SRS389794	GTEX-WFG7-1826-SM-3GIL1	Prostate	No	male	SRP012682
SRR661290	SRS389795	GTEX-QDT8-0011-R11A-SM-32PKD	Brain	No	female	SRP012682
SRR661064	SRS389796	GTEX-S7SE-0126-SM-2XCD5	Skin	No	male	SRP012682
SRR661949	SRS389797	GTEX-W5WG-2326-SM-3GIJH	Nerve	No	female	SRP012682
SRR661074	SRS389798	GTEX-SSA3-0326-SM-32QPS	Muscle	No	male	SRP012682
SRR661084	SRS389799	GTEX-R55D-0006-SM-3GIJS	Blood	No	male	SRP012682
SRR661349	SRS389800	GTEX-S7SE-0011-R10A-SM-2XCDF	Brain	No	male	SRP012682
SRR662031	SRS389801	GTEX-T5JC-0826-SM-32PMC	Lung	No	male	SRP012682
SRR661096	SRS389802	GTEX-R55C-1726-SM-3GADJ	Muscle	No	male	SRP012682
SRR661108	SRS389803	GTEX-S341-1626-SM-3K2B8	Adipose Tissue	No	female	SRP012682
SRR661120	SRS389804	GTEX-QEL4-0926-SM-3GAD1	Heart	No	male	SRP012682
SRR662126	SRS389806	GTEX-QEL4-0626-SM-3GIJM	Muscle	No	male	SRP012682
SRR661433	SRS389807	GTEX-RVPU-0011-R6A-SM-2XCAC	Brain	No	male	SRP012682
SRR661133	SRS389808	GTEX-P44H-0011-R3A-SM-2XCEQ	Brain	No	male	SRP012682
SRR661155	SRS389809	GTEX-S32W-2326-SM-2XCAW	Muscle	No	female	SRP012682
SRR660883	SRS389810	GTEX-RVPU-2226-SM-2XCAQ	Skin	No	male	SRP012682
SRR665538	SRS389811	GTEX-S33H-1126-SM-2XCB6	Adipose Tissue	No	male	SRP012682
SRR661782	SRS389812	GTEX-RWS6-2426-SM-2XCB9	Nerve	No	female	SRP012682
SRR665334	SRS389818	GTEX-QDT8-0011-R6A-SM-32PKI	Brain	No	female	SRP012682
SRR663525	SRS389819	GTEX-WEY5-2326-SM-3GIKK	Skin	No	female	SRP012682
SRR663284	SRS389820	GTEX-RWS6-2126-SM-2XCAV	Muscle	No	female	SRP012682
SRR663296	SRS389821	GTEX-SJXC-0526-SM-2XCFG	Muscle	No	male	SRP012682
SRR661229	SRS389822	GTEX-V955-0726-SM-3GAFG	Heart	No	male	SRP012682
SRR661901	SRS389823	GTEX-P44G-0526-SM-2XCD1	Muscle	No	male	SRP012682
SRR663320	SRS389824	GTEX-TSE9-3026-SM-3DB76	Brain	No	female	SRP012682
SRR663585	SRS389825	GTEX-PLZ6-0006-SM-33HBZ	Blood	No	male	SRP012682
SRR663609	SRS389826	GTEX-WEY5-0006-SM-3GIKG	Blood	No	female	SRP012682
SRR661313	SRS389827	GTEX-S95S-1326-SM-2XCDK	Adipose Tissue	No	male	SRP012682
SRR663356	SRS389828	GTEX-WEY5-2026-SM-3GILE	Muscle	No	female	SRP012682
SRR662007	SRS389829	GTEX-T5JC-0011-R1A-SM-32PM6	Brain	No	male	SRP012682
SRR663368	SRS389830	GTEX-RWS6-0626-SM-2XCAS	Thyroid	No	female	SRP012682
SRR662763	SRS389831	GTEX-SIU8-0826-SM-2XCDQ	Heart	No	male	SRP012682
SRR663380	SRS389832	GTEX-U4B1-0626-SM-3DB8L	Thyroid	No	male	SRP012682
SRR663392	SRS389833	GTEX-SIU8-0626-SM-2XCDN	Thyroid	No	male	SRP012682
SRR663404	SRS389834	GTEX-WFON-0326-SM-3GIKX	Heart	No	male	SRP012682
SRR663657	SRS389835	GTEX-POYW-0426-SM-2XCEV	Nerve	No	male	SRP012682
SRR662067	SRS389836	GTEX-TKQ1-0006-SM-33HBI	Blood	No	male	SRP012682
SRR662114	SRS389837	GTEX-S4Q7-1626-SM-3K2AE	Adipose Tissue	No	male	SRP012682
SRR661409	SRS389838	GTEX-S7SF-0226-SM-3K2BI	Thyroid	No	female	SRP012682
SRR663416	SRS389839	GTEX-WFG7-2326-SM-3GIKV	Blood Vessel	No	male	SRP012682
SRR663681	SRS389840	GTEX-T6MN-2526-SM-32PMN	Brain	No	male	SRP012682
SRR661577	SRS389841	GTEX-T2YK-0005-SM-32QOV	Blood	No	male	SRP012682
SRR663440	SRS389842	GTEX-WFJO-1926-SM-3GILA	Adipose Tissue	No	male	SRP012682
SRR665310	SRS389843	GTEX-T8EM-1126-SM-3DB7D	Adipose Tissue	No	male	SRP012682
SRR661481	SRS389844	GTEX-WEY5-1326-SM-3GILS	Adipose Tissue	No	female	SRP012682
SRR665514	SRS389845	GTEX-SNMC-0126-SM-2XCFO	Heart	No	male	SRP012682
SRR662677	SRS389846	GTEX-UJHI-1926-SM-3DB8Z	Blood Vessel	No	female	SRP012682
SRR663124	SRS389847	GTEX-TMMY-0626-SM-33HBD	Blood Vessel	No	female	SRP012682
SRR661179	SRS389848	GTEX-S7SE-0011-R8A-SM-2XCDG	Brain	No	male	SRP012682
SRR663209	SRS389849	GTEX-TML8-1626-SM-32QOO	Nerve	No	female	SRP012682
SRR663088	SRS389850	GTEX-U8XE-0005-SM-3DB8I	Blood	No	male	SRP012682
SRR663100	SRS389851	GTEX-WFG7-0826-SM-3GIKU	Heart	No	male	SRP012682
SRR661216	SRS389852	GTEX-S95S-1526-SM-2XCDH	Nerve	No	male	SRP012682
SRR663014	SRS389853	GTEX-WFG8-0726-SM-3GILP	Heart	No	male	SRP012682
SRR663112	SRS389854	GTEX-W5X1-0526-SM-3GILH	Lung	No	female	SRP012682
SRR661242	SRS389855	GTEX-RWSA-0005-SM-2XCAO	Blood	No	male	SRP012682
SRR661255	SRS389856	GTEX-QVUS-0011-R1A-SM-3GAD2	Brain	No	female	SRP012682
SRR663573	SRS389857	GTEX-POMQ-0526-SM-3GADD	Lung	No	female	SRP012682
SRR661267	SRS389858	GTEX-TML8-2026-SM-32QOP	Adipose Tissue	No	female	SRP012682
SRR663344	SRS389859	GTEX-SUCS-0626-SM-32PM5	Lung	No	male	SRP012682
SRR661278	SRS389860	GTEX-UPK5-0126-SM-3GADM	Blood Vessel	No	male	SRP012682
SRR663197	SRS389861	GTEX-WFG8-2326-SM-3GILF	Adipose Tissue	No	male	SRP012682
SRR661325	SRS389862	GTEX-T2IS-0011-R5A-SM-32QP4	Brain	No	female	SRP012682
SRR661337	SRS389863	GTEX-R53T-0926-SM-3GADH	Heart	No	female	SRP012682
SRR663633	SRS389864	GTEX-RVPU-0011-R10A-SM-2XCAH	Brain	No	male	SRP012682
SRR663645	SRS389865	GTEX-TML8-0526-SM-32QOQ	Pancreas	No	female	SRP012682
SRR661361	SRS389866	GTEX-SNOS-1426-SM-32PLY	Adipose Tissue	No	male	SRP012682
SRR663052	SRS389867	GTEX-U3ZH-1726-SM-3DB79	Blood Vessel	No	male	SRP012682
SRR661373	SRS389868	GTEX-T5JW-1626-SM-3GADZ	Skin	No	female	SRP012682
SRR661385	SRS389869	GTEX-UJMC-0005-SM-3GACU	Blood	No	male	SRP012682
SRR661397	SRS389870	GTEX-S3XE-0006-SM-3K2AA	Blood	No	male	SRP012682
SRR661421	SRS389871	GTEX-S7SF-2126-SM-3K2B2	Nerve	No	female	SRP012682
SRR661445	SRS389872	GTEX-P44H-0011-R8A-SM-2XCEL	Brain	No	male	SRP012682
SRR661469	SRS389873	GTEX-VJWN-0426-SM-3GIJI	Muscle	No	female	SRP012682
SRR663038	SRS389874	GTEX-R55C-0526-SM-3GIKA	Lung	No	male	SRP012682
SRR662221	SRS389875	K-562-SM-3K2BF	Bone Marrow	Yes	female	SRP012682
SRR661505	SRS389876	GTEX-UJMC-2026-SM-3GADR	Blood Vessel	No	male	SRP012682
SRR661517	SRS389877	GTEX-T2IS-0526-SM-32QP9	Lung	No	female	SRP012682
SRR661529	SRS389878	GTEX-P44H-0006-SM-2XCFB	Blood	No	male	SRP012682
SRR661553	SRS389879	GTEX-T8EM-0006-SM-3DB71	Blood	No	male	SRP012682
SRR662546	SRS389880	GTEX-P44G-0011-R6A-SM-2XCD3	Brain	No	male	SRP012682
SRR662282	SRS389881	GTEX-S4P3-0006-SM-3K2AW	Blood	No	female	SRP012682
SRR661589	SRS389882	GTEX-S4UY-0226-SM-3K2AP	Adipose Tissue	No	female	SRP012682
SRR661493	SRS389883	GTEX-S341-0226-SM-2XCAX	Thyroid	No	female	SRP012682
SRR661613	SRS389884	GTEX-U3ZN-2326-SM-3DB7W	Skin	No	female	SRP012682
SRR661601	SRS389885	GTEX-UJMC-0726-SM-3GADX	Lung	No	male	SRP012682
SRR662641	SRS389886	GTEX-UPK5-0226-SM-3GAEV	Heart	No	male	SRP012682
SRR661651	SRS389888	GTEX-TMMY-0326-SM-33HBF	Adipose Tissue	No	female	SRP012682
SRR661675	SRS389889	GTEX-S4UY-0526-SM-3K2AN	Muscle	No	female	SRP012682
SRR661699	SRS389890	GTEX-UTHO-1826-SM-3GAFE	Adipose Tissue	No	male	SRP012682
SRR661687	SRS389891	GTEX-WFG7-2426-SM-3GIL2	Nerve	No	male	SRP012682
SRR661711	SRS389892	GTEX-U3ZM-0126-SM-3DB8M	Thyroid	No	male	SRP012682
SRR661723	SRS389893	GTEX-T6MN-0011-R9A-SM-32QOZ	Brain	No	male	SRP012682
SRR662474	SRS389894	GTEX-SNOS-0426-SM-32PMH	Lung	No	male	SRP012682
SRR662871	SRS389895	GTEX-PVOW-2626-SM-32PL8	Brain	No	male	SRP012682
SRR662894	SRS389896	GTEX-SSA3-0126-SM-32QPU	Skin	No	male	SRP012682
SRR663076	SRS389897	GTEX-SJXC-0226-SM-2XCDU	Adipose Tissue	No	male	SRP012682
SRR662498	SRS389898	GTEX-V1D1-2426-SM-3GAER	Muscle	No	male	SRP012682
SRR662906	SRS389899	GTEX-SE5C-1826-SM-2XCE4	Muscle	No	female	SRP012682
SRR662930	SRS389900	GTEX-SUCS-1726-SM-32PM8	Nerve	No	male	SRP012682
SRR662775	SRS389901	K-562-SM-3GIKB	Bone Marrow	Yes	female	SRP012682
SRR662954	SRS389902	GTEX-U8XE-1426-SM-3DB8Q	Lung	No	male	SRP012682
SRR662942	SRS389903	GTEX-S33H-2326-SM-2XCB3	Nerve	No	male	SRP012682
SRR662966	SRS389904	GTEX-U8T8-2226-SM-3DB95	Lung	No	male	SRP012682
SRR662330	SRS389905	GTEX-S341-2026-SM-2XCAA	Blood Vessel	No	female	SRP012682
SRR662617	SRS389906	GTEX-TMMY-0526-SM-33HBC	Nerve	No	female	SRP012682
SRR662978	SRS389907	GTEX-T5JC-0011-R4A-SM-32PLT	Brain	No	male	SRP012682
SRR662354	SRS389908	GTEX-T2IS-3126-SM-32QPK	Pituitary	No	female	SRP012682
SRR662799	SRS389909	GTEX-UTHO-0011-R11A-SM-3GIJE	Brain	No	male	SRP012682
SRR662811	SRS389910	GTEX-WFON-1826-SM-3GILG	Breast	No	male	SRP012682
SRR661639	SRS389911	GTEX-T6MN-0526-SM-32PMS	Muscle	No	male	SRP012682
SRR662438	SRS389912	GTEX-S32W-2126-SM-2XCB1	Skin	No	female	SRP012682
SRR663224	SRS389913	GTEX-S4Z8-1926-SM-3K2AR	Nerve	No	male	SRP012682
SRR661794	SRS389914	GTEX-T5JW-1226-SM-3GACY	Thyroid	No	female	SRP012682
SRR663513	SRS389915	GTEX-R53T-0005-SM-3GADK	Blood	No	female	SRP012682
SRR661806	SRS389916	GTEX-UPK5-0326-SM-3GAF3	Heart	No	male	SRP012682
SRR661854	SRS389917	GTEX-POMQ-0006-SM-33HBY	Blood	No	female	SRP012682
SRR661842	SRS389918	GTEX-S7SF-0426-SM-3K2B7	Lung	No	female	SRP012682
SRR663002	SRS389919	GTEX-QDVN-2026-SM-3GAEP	Skin	No	male	SRP012682
SRR661877	SRS389920	GTEX-SJXC-0426-SM-2XCFH	Blood Vessel	No	male	SRP012682
SRR661913	SRS389921	GTEX-WFG8-0006-SM-3GIKS	Blood	No	male	SRP012682
SRR661925	SRS389922	GTEX-UTHO-0011-R2A-SM-3GIKC	Brain	No	male	SRP012682
SRR661937	SRS389923	GTEX-VJYA-0326-SM-3GAEX	Lung	No	male	SRP012682
SRR661961	SRS389924	GTEX-Q734-2026-SM-3GADA	Muscle	No	female	SRP012682
SRR663026	SRS389925	GTEX-S4P3-1626-SM-3K2AZ	Muscle	No	female	SRP012682
SRR663261	SRS389926	GTEX-QMR6-0011-R5A-SM-32PKT	Brain	No	male	SRP012682
SRR661973	SRS389927	GTEX-QDT8-0011-R10A-SM-32PKG	Brain	No	female	SRP012682
SRR661995	SRS389928	GTEX-QVUS-0011-R8A-SM-3GAD7	Brain	No	female	SRP012682
SRR663623	SRS389929	GTEX-QEL4-0826-SM-3GAF2	Lung	No	male	SRP012682
SRR662019	SRS389930	GTEX-R3RS-0526-SM-3GADG	Muscle	No	female	SRP012682
SRR662043	SRS389931	GTEX-SIU7-0426-SM-2XCDX	Heart	No	male	SRP012682
SRR662055	SRS389932	GTEX-S4Q7-1426-SM-3K2B9	Nerve	No	male	SRP012682
SRR662091	SRS389933	GTEX-RVPU-0011-R3A-SM-2XCAE	Brain	No	male	SRP012682
SRR662103	SRS389934	GTEX-UTHO-0426-SM-3GAED	Adipose Tissue	No	male	SRP012682
SRR662138	SRS389935	GTEX-S7SE-0011-R2A-SM-2XCDC	Brain	No	male	SRP012682
SRR662150	SRS389936	GTEX-WFG7-0726-SM-3GIKO	Heart	No	male	SRP012682
SRR662847	SRS389937	GTEX-U3ZN-0006-SM-3DB7Y	Blood	No	female	SRP012682
SRR662162	SRS389938	GTEX-T6MN-0826-SM-32PM4	Lung	No	male	SRP012682
SRR662174	SRS389939	GTEX-S32W-0004-SM-2XCE9	Blood	No	female	SRP012682
SRR662186	SRS389940	GTEX-U8XE-1926-SM-3DB98	Adipose Tissue	No	male	SRP012682
SRR662198	SRS389941	GTEX-VJWN-0005-SM-3GIKF	Blood	No	female	SRP012682
SRR662211	SRS389942	GTEX-U412-0006-SM-3DB8J	Blood	No	male	SRP012682
SRR662233	SRS389943	GTEX-T6MN-0011-R10A-SM-32QP7	Brain	No	male	SRP012682
SRR663149	SRS389944	GTEX-VUSG-0426-SM-3GIKD	Thyroid	No	male	SRP012682
SRR662245	SRS389945	GTEX-V955-2426-SM-3GAEF	Muscle	No	male	SRP012682
SRR662257	SRS389946	GTEX-U3ZN-0626-SM-3DB7U	Lung	No	female	SRP012682
SRR662306	SRS389947	GTEX-TKQ2-1826-SM-33HB2	Breast	No	male	SRP012682
SRR662294	SRS389948	GTEX-R45C-0006-SM-3GAD6	Blood	No	female	SRP012682
SRR663465	SRS389949	GTEX-T2IS-1026-SM-32QP1	Blood Vessel	No	female	SRP012682
SRR663477	SRS389950	GTEX-U412-0326-SM-3DB9L	Muscle	No	male	SRP012682
SRR662366	SRS389951	GTEX-S7SF-0006-SM-3K2B6	Blood	No	female	SRP012682
SRR662787	SRS389952	GTEX-R53T-2026-SM-3GIJF	Blood Vessel	No	female	SRP012682
SRR662342	SRS389953	GTEX-RVPU-0011-R11A-SM-2XCAF	Brain	No	male	SRP012682
SRR662390	SRS389954	GTEX-QEG4-0426-SM-33HC3	Heart	No	male	SRP012682
SRR662378	SRS389955	GTEX-UTHO-1026-SM-3GAF7	Breast	No	male	SRP012682
SRR662414	SRS389956	GTEX-P44H-0526-SM-2XCF1	Nerve	No	male	SRP012682
SRR662462	SRS389957	GTEX-V1D1-2026-SM-3GAF4	Skin	No	male	SRP012682
SRR662450	SRS389958	GTEX-T6MN-0126-SM-32PLP	Skin	No	male	SRP012682
SRR662823	SRS389959	GTEX-TKQ2-1026-SM-33HB7	Blood Vessel	No	male	SRP012682
SRR662486	SRS389960	GTEX-QEL4-0426-SM-3GACZ	Nerve	No	male	SRP012682
SRR662510	SRS389961	GTEX-SJXC-0726-SM-2XCFJ	Thyroid	No	male	SRP012682
SRR662534	SRS389962	GTEX-T5JC-0011-R10A-SM-32PM2	Brain	No	male	SRP012682
SRR662918	SRS389963	GTEX-Q2AI-1526-SM-3GIJ3	Muscle	No	male	SRP012682
SRR662558	SRS389964	K-562-SM-3GADY	Bone Marrow	Yes	female	SRP012682
SRR662570	SRS389965	GTEX-P44H-0011-R11A-SM-2XCER	Brain	No	male	SRP012682
SRR663453	SRS389966	GTEX-T2IS-2926-SM-32QPO	Brain	No	female	SRP012682
SRR662594	SRS389967	GTEX-TMKS-0005-SM-33OV7	Blood	No	male	SRP012682
SRR663428	SRS389968	GTEX-S341-1926-SM-3K2BA	Nerve	No	female	SRP012682
SRR662653	SRS389969	GTEX-S341-1826-SM-3K2AB	Muscle	No	female	SRP012682
SRR662665	SRS389970	GTEX-RWSA-0626-SM-2XCBD	Heart	No	male	SRP012682
SRR662689	SRS389971	GTEX-P44H-0011-R5A-SM-2XCEX	Brain	No	male	SRP012682
SRR663489	SRS389972	GTEX-T6MO-1726-SM-33HB8	Adipose Tissue	No	female	SRP012682
SRR662713	SRS389973	GTEX-U8T8-0126-SM-3DB94	Skin	No	male	SRP012682
SRR662990	SRS389974	GTEX-WFG7-0005-SM-3GIKM	Blood	No	male	SRP012682
SRR662725	SRS389975	GTEX-TSE9-0011-R5A-SM-3DB7J	Brain	No	female	SRP012682
SRR662749	SRS389976	GTEX-WEY5-0426-SM-3GIKT	Heart	No	female	SRP012682
SRR663537	SRS389977	GTEX-WEY5-2126-SM-3GILK	Blood Vessel	No	female	SRP012682
SRR665634	SRS389978	GTEX-VJYA-1326-SM-3GIJC	Adipose Tissue	No	male	SRP012682
SRR663549	SRS389979	GTEX-POYW-1226-SM-2XCEP	Lung	No	male	SRP012682
SRR663236	SRS389980	GTEX-PSDG-0005-SM-3GADC	Blood	No	male	SRP012682
SRR663161	SRS389981	GTEX-POYW-0006-SM-2XCF4	Blood	No	male	SRP012682
SRR663185	SRS389982	GTEX-S33H-2426-SM-2XCB2	Blood Vessel	No	male	SRP012682
SRR663693	SRS389983	GTEX-T5JC-0011-R2A-SM-32PLZ	Brain	No	male	SRP012682
SRR663717	SRS389984	GTEX-SIU8-0006-SM-2XCE5	Blood	No	male	SRP012682
SRR663249	SRS389985	GTEX-SJXC-0005-SM-2XCE7	Blood	No	male	SRP012682
SRR663753	SRS389986	GTEX-PVOW-2526-SM-2XCF7	Brain	No	male	SRP012682
SRR663705	SRS389987	GTEX-U8XE-1126-SM-3DB8W	Heart	No	male	SRP012682
SRR663729	SRS389988	GTEX-UPK5-1826-SM-3GAEB	Adipose Tissue	No	male	SRP012682
SRR663741	SRS389989	K-562-SM-2XCBH	Bone Marrow	Yes	female	SRP012682
SRR663783	SRS389996	GTEX-S7SF-1826-SM-3K2AD	Adipose Tissue	No	female	SRP012682
SRR663795	SRS389997	GTEX-S4Q7-0326-SM-3K2B1	Thyroid	No	male	SRP012682
SRR663807	SRS389998	GTEX-U3ZM-1226-SM-3DB9G	Muscle	No	male	SRP012682
SRR663874	SRS390002	GTEX-SNMC-1426-SM-2XCFM	Muscle	No	male	SRP012682
SRR663898	SRS390003	GTEX-TMMY-0005-SM-33HBN	Blood	No	female	SRP012682
SRR664048	SRS390004	GTEX-P44G-0011-R2A-SM-2XCD2	Brain	No	male	SRP012682
SRR664743	SRS390005	GTEX-WEY5-0226-SM-3GIKN	Heart	No	female	SRP012682
SRR664819	SRS390012	GTEX-QMR6-0011-R11A-SM-32PKK	Brain	No	male	SRP012682
SRR664842	SRS390013	GTEX-UTHO-0011-R6A-SM-3GIJW	Brain	No	male	SRP012682
SRR664900	SRS390014	GTEX-U3ZM-1526-SM-3DB9D	Skin	No	male	SRP012682
SRR664854	SRS390015	GTEX-QDT8-2926-SM-32PKC	Brain	No	female	SRP012682
SRR664025	SRS390019	GTEX-SNMC-1526-SM-2XCFN	Blood Vessel	No	male	SRP012682
SRR664795	SRS390020	GTEX-U3ZN-2626-SM-3DB7T	Adipose Tissue	No	female	SRP012682
SRR664063	SRS390021	GTEX-R53T-1826-SM-3GIJX	Muscle	No	female	SRP012682
SRR664935	SRS390022	GTEX-S3XE-1726-SM-3K2AM	Skin	No	male	SRP012682
SRR664072	SRS390023	GTEX-U8XE-0526-SM-3DB8R	Nerve	No	male	SRP012682
SRR807438	SRS408090	K-562-SM-3MJHH	Bone Marrow	Yes	female	SRP012682
SRR807463	SRS408097	K-562-SM-3P61Y	Bone Marrow	Yes	female	SRP012682
SRR807493	SRS408101	GTEX-U3ZN-0002-SM-3NMDF	Blood	No	female	SRP012682
SRR807517	SRS408104	GTEX-P4PQ-2126-SM-3NMCV	Testis	No	male	SRP012682
SRR807543	SRS408109	GTEX-X4LF-1726-SM-3NMBZ	Adipose Tissue	No	male	SRP012682
SRR807567	SRS408110	GTEX-VUSH-0526-SM-3NB2J	Blood Vessel	No	male	SRP012682
SRR807591	SRS408111	GTEX-WVLH-0011-R2A-SM-3MJFJ	Brain	No	male	SRP012682
SRR807613	SRS408112	GTEX-WYJK-0326-SM-3NMA8	Nerve	No	male	SRP012682
SRR807637	SRS408113	GTEX-WI4N-0005-SM-3LK7E	Blood	No	female	SRP012682
SRR807657	SRS408114	GTEX-WVLH-2926-SM-3MJG5	Brain	No	male	SRP012682
SRR807679	SRS408115	GTEX-OXRN-1726-SM-3NM9B	Esophagus	No	male	SRP012682
SRR807703	SRS408116	GTEX-PLZ4-1626-SM-3P618	Esophagus	No	female	SRP012682
SRR807727	SRS408117	GTEX-WYJK-1126-SM-3NM9Z	Heart	No	male	SRP012682
SRR807775	SRS408118	GTEX-WH7G-2326-SM-3NMBC	Skin	No	male	SRP012682
SRR807751	SRS408119	GTEX-OXRK-1726-SM-3NB16	Colon	No	female	SRP012682
SRR807799	SRS408120	GTEX-WK11-0926-SM-3NMAU	Thyroid	No	male	SRP012682
SRR807824	SRS408121	GTEX-WYJK-0826-SM-3NM8Y	Lung	No	male	SRP012682
SRR807849	SRS408122	GTEX-UPK5-0003-SM-3NMDI	Blood	No	male	SRP012682
SRR807877	SRS408123	GTEX-X4EP-0326-SM-3P5Z6	Heart	No	female	SRP012682
SRR807901	SRS408124	GTEX-WY7C-0526-SM-3NB3D	Heart	No	male	SRP012682
SRR807925	SRS408125	GTEX-U3ZH-0002-SM-3NMDD	Blood	No	male	SRP012682
SRR807949	SRS408126	GTEX-NPJ8-1426-SM-3MJHR	Pituitary	No	male	SRP012682
SRR807971	SRS408127	GTEX-OOBJ-0826-SM-3NB2K	Liver	No	male	SRP012682
SRR807995	SRS408128	GTEX-P44G-1126-SM-3NM9D	Liver	No	male	SRP012682
SRR808019	SRS408129	GTEX-PX3G-0226-SM-3NB2C	Adipose Tissue	No	female	SRP012682
SRR808044	SRS408130	GTEX-N7MT-1426-SM-3LK5M	Blood Vessel	No	female	SRP012682
SRR808065	SRS408131	GTEX-OOBK-2126-SM-3LK5T	Testis	No	male	SRP012682
SRR808086	SRS408132	GTEX-OXRN-1426-SM-3LK5U	Nerve	No	male	SRP012682
SRR808106	SRS408133	GTEX-WH7G-2026-SM-3NMBL	Skin	No	male	SRP012682
SRR808130	SRS408134	GTEX-NPJ7-2926-SM-3MJGQ	Pituitary	No	female	SRP012682
SRR808152	SRS408135	GTEX-OIZG-0426-SM-3LK5W	Blood Vessel	No	male	SRP012682
SRR808172	SRS408136	GTEX-OIZH-3026-SM-3NB1G	Blood Vessel	No	male	SRP012682
