# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "4" "-t" "gene" "-f" "-a" "databases/GenomeReference_hg38/annotation/Homo_sapiens.GRCh38.77.gtf" "-o" "databases/gtex_files/brain/SRR598253/counts/SRR598253_counts.txt" "databases/gtex_files/brain/SRR598253/star_aligned/SRR598253.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	databases/gtex_files/brain/SRR598253/star_aligned/SRR598253.Aligned.sortedByCoord.out.bam
ENSG00000251199	4	134255173	134327473	-	72301	22
ENSG00000248191	4	134327063	134328798	+	1736	0
ENSG00000251291	4	134423867	134457852	+	33986	28
ENSG00000249000	4	134759399	134817289	+	57891	0
ENSG00000249847	4	134932889	134934131	-	1243	0
ENSG00000251228	4	134944275	134944523	+	249	0
ENSG00000241411	4	134952259	134952889	-	631	0
ENSG00000250144	4	135045464	135046850	+	1387	10
ENSG00000248434	4	135067233	135097658	+	30426	0
ENSG00000248456	4	135112905	135123779	-	10875	0
ENSG00000207188	4	135315418	135315522	-	105	0
ENSG00000250834	4	135371177	135371924	-	748	0
ENSG00000207849	4	135371590	135371681	-	92	0
ENSG00000248104	4	135565117	135567157	-	2041	0
ENSG00000250865	4	135792384	135805904	-	13521	0
ENSG00000248330	4	135866983	135913680	-	46698	0
ENSG00000207322	4	135995929	135996092	-	164	0
ENSG00000251492	4	136004509	136004902	-	394	0
ENSG00000261166	4	136097797	136099240	-	1444	0
ENSG00000251567	4	136118675	136395471	-	276797	4
ENSG00000250665	4	136125909	136138874	+	12966	0
ENSG00000249311	4	136355110	136356336	-	1227	0
ENSG00000279749	4	136553236	136553739	+	504	0
ENSG00000264362	4	136707178	136707261	-	84	0
ENSG00000248869	4	136796722	137212799	-	416078	4
ENSG00000250341	4	137193756	137198367	+	4612	0
ENSG00000222526	4	137228126	137228231	+	106	0
ENSG00000250813	4	137301001	137301187	-	187	0
ENSG00000251440	4	137425426	137425864	-	439	0
ENSG00000213448	4	137448087	137448501	+	415	0
ENSG00000189184	4	137518918	137532494	-	13577	398
ENSG00000251632	4	137545731	137603430	+	57700	56
ENSG00000280352	4	137601899	137602433	-	535	0
ENSG00000250126	4	137645265	137655174	-	9910	0
ENSG00000250777	4	137690477	137734977	-	44501	0
ENSG00000250034	4	137807706	137816402	+	8697	0
ENSG00000248307	4	138027422	138130709	-	103288	0
ENSG00000250033	4	138057464	138178177	+	120714	10
ENSG00000151012	4	138164097	138242349	-	78253	92
ENSG00000249091	4	138277115	138281784	-	4670	0
ENSG00000248397	4	138298856	138312658	-	13803	0
ENSG00000251372	4	138309711	138424344	+	114634	578
ENSG00000249381	4	138425523	138436869	+	11347	28
ENSG00000248305	4	138481255	138482096	-	842	0
ENSG00000248795	4	138560704	138561941	+	1238	6
ENSG00000250977	4	138664725	138665569	-	845	4
ENSG00000250501	4	138773550	138801639	+	28090	7
ENSG00000238971	4	138811678	138811766	-	89	0
ENSG00000250195	4	138819954	139012646	-	192693	59
ENSG00000250577	4	138923930	138924232	-	303	0
ENSG00000151014	4	139015789	139045752	+	29964	43
ENSG00000264953	4	139017493	139017579	-	87	0
ENSG00000109381	4	139028112	139177218	-	149107	3381
ENSG00000252503	4	139055475	139055578	+	104	0
ENSG00000240723	4	139100377	139100658	+	282	0
ENSG00000179967	4	139114930	139115374	-	445	0
ENSG00000276396	4	139155153	139155444	+	292	0
ENSG00000265892	4	139185441	139185746	+	306	0
ENSG00000207384	4	139200395	139200513	+	119	0
ENSG00000252362	4	139231026	139231119	-	94	0
ENSG00000206722	4	139256657	139256760	-	104	0
ENSG00000137463	4	139266163	139280338	-	14176	75
ENSG00000109390	4	139266880	139302551	-	35672	3090
ENSG00000164134	4	139301455	139420033	+	118579	2502
ENSG00000200520	4	139318378	139318486	+	109	0
ENSG00000273247	4	139411927	139454034	-	42108	309
ENSG00000248863	4	139426299	139430884	-	4586	0
ENSG00000239005	4	139436368	139436494	-	127	0
ENSG00000172007	4	139453232	139476609	+	23378	677
ENSG00000145391	4	139495941	139606699	-	110759	5031
ENSG00000249302	4	139546266	139546727	+	462	0
ENSG00000272717	4	139556799	139557643	+	845	0
ENSG00000261268	4	139618136	139623232	-	5097	8
ENSG00000085871	4	139665768	139740745	+	74978	591
ENSG00000201533	4	139685127	139685427	-	301	0
ENSG00000178458	4	139698144	139698554	-	411	0
ENSG00000196782	4	139716753	140154184	-	437432	504
ENSG00000252233	4	139794125	139794433	-	309	0
ENSG00000250698	4	140128015	140134565	+	6551	0
ENSG00000153130	4	140257286	140385726	+	128441	11845
ENSG00000196951	4	140283724	140373381	-	89658	0
ENSG00000249754	4	140314163	140314550	-	388	0
ENSG00000241923	4	140366240	140366861	-	622	0
ENSG00000153132	4	140388455	140427968	-	39514	343
ENSG00000205301	4	140442262	140498377	-	56116	4
ENSG00000280262	4	140498402	140501330	+	2929	0
ENSG00000179387	4	140524158	140553770	+	29613	1171
ENSG00000109424	4	140559434	140568805	-	9372	0
ENSG00000242102	4	140577925	140578222	+	298	2
ENSG00000248621	4	140600401	140600575	-	175	0
ENSG00000109436	4	140620765	140756120	-	135356	3871
ENSG00000249661	4	140641840	140645489	-	3650	0
ENSG00000207155	4	140700835	140700942	-	108	0
ENSG00000248335	4	140712168	140716081	+	3914	0
ENSG00000273472	4	140756528	140757921	+	1394	48
ENSG00000222613	4	140779039	140779141	-	103	0
ENSG00000170153	4	140859807	141212877	-	353071	7007
ENSG00000109445	4	141220887	141234697	+	13811	1642
ENSG00000248747	4	141240739	141278789	-	38051	0
ENSG00000248810	4	141319450	141332618	-	13169	36
ENSG00000250189	4	141405172	141407586	+	2415	0
ENSG00000272632	4	141430831	141431284	+	454	0
ENSG00000250141	4	141569931	141576077	-	6147	0
ENSG00000164136	4	141636599	141733987	+	97389	70
ENSG00000109452	4	142023160	142847432	-	824273	1256
ENSG00000242134	4	142286917	142287625	-	709	0
ENSG00000250835	4	142317238	142317546	+	309	0
ENSG00000251248	4	142514446	142518983	+	4538	0
ENSG00000249806	4	142566019	142660950	+	94932	0
ENSG00000250326	4	142933195	143184861	-	251667	198
ENSG00000251300	4	143045086	143045878	+	793	0
ENSG00000170185	4	143184917	143223830	+	38914	1597
ENSG00000250969	4	143286293	143329858	+	43566	56
ENSG00000200049	4	143309466	143309566	+	101	0
ENSG00000109458	4	143336762	143474568	+	137807	3434
ENSG00000265623	4	143343460	143343535	+	76	0
ENSG00000228981	4	143349275	143350117	-	843	0
ENSG00000243175	4	143424753	143426013	+	1261	0
ENSG00000250540	4	143497412	143498126	-	715	0
ENSG00000153147	4	143513463	143557486	+	44024	5984
ENSG00000245112	4	143513472	143514635	-	1164	0
ENSG00000248924	4	143555082	143555583	-	502	0
ENSG00000236296	4	143559472	143649305	+	89834	40
ENSG00000183090	4	143577302	143700675	-	123374	22
ENSG00000246448	4	143700257	143865072	+	164816	43
ENSG00000250345	4	143760399	143762093	-	1695	0
ENSG00000197465	4	143870867	143905563	-	34697	23
ENSG00000249741	4	143911514	143912053	-	540	6
ENSG00000251600	4	143912331	143982454	+	70124	15
ENSG00000248828	4	143953635	144126359	+	172725	25
ENSG00000250361	4	143996104	144019345	-	23242	0
ENSG00000170180	4	144109303	144140751	-	31449	2
ENSG00000261129	4	144505900	144509001	+	3102	0
ENSG00000250504	4	144572238	144572983	+	746	0
ENSG00000248890	4	144642922	144661357	-	18436	231
ENSG00000164161	4	144646021	144745271	+	99251	2112
ENSG00000273621	4	144739762	144739941	-	180	0
ENSG00000249193	4	144845625	144847344	+	1720	6
ENSG00000250406	4	144851572	144874787	+	23216	8
ENSG00000251452	4	144920713	144921164	-	452	0
ENSG00000164162	4	144967112	145098541	-	131430	788
ENSG00000222594	4	145035132	145035436	+	305	0
ENSG00000164163	4	145097932	145129179	+	31248	310
ENSG00000164164	4	145110838	145180161	-	69324	4710
ENSG00000238713	4	145149537	145149649	-	113	0
ENSG00000240992	4	145269810	145270558	-	749	0
ENSG00000272727	4	145335263	145340421	-	5159	0
ENSG00000251333	4	145375543	145376253	+	711	99
ENSG00000278943	4	145376909	145377957	+	1049	7
ENSG00000248745	4	145456005	145456844	+	840	0
ENSG00000170365	4	145481194	145558079	+	76886	1343
ENSG00000250582	4	145497073	145502971	-	5899	0
ENSG00000250902	4	145514615	145517118	-	2504	0
ENSG00000248686	4	145599109	145600552	+	1444	0
ENSG00000151611	4	145618263	145660035	+	41773	511
ENSG00000249245	4	145624159	145626035	-	1877	0
ENSG00000248356	4	145642336	145650624	-	8289	0
ENSG00000237136	4	145680204	145771032	+	90829	4
ENSG00000151612	4	145757627	145938635	-	181009	867
ENSG00000279481	4	145830456	145832980	-	2525	0
ENSG00000251687	4	145833118	145839580	+	6463	0
ENSG00000201314	4	145958128	145958240	-	113	0
ENSG00000260303	4	146052604	146056762	-	4159	0
ENSG00000251024	4	146077846	146108157	-	30312	0
ENSG00000248809	4	146109455	146121913	-	12459	0
ENSG00000216055	4	146122204	146122284	-	81	0
ENSG00000164167	4	146175685	146200000	+	24316	641
ENSG00000279845	4	146180851	146181316	+	466	0
ENSG00000250673	4	146224557	146229056	+	4500	25
ENSG00000280250	4	146231892	146232267	+	376	0
ENSG00000251010	4	146241806	146243669	+	1864	0
ENSG00000120519	4	146253975	146521964	-	267990	509
ENSG00000278438	4	146408583	146408688	+	106	0
ENSG00000207182	4	146580048	146580210	+	163	0
ENSG00000151615	4	146638893	146642474	+	3582	2
ENSG00000264323	4	146639261	146639343	+	83	0
ENSG00000137473	4	146706638	146945882	-	239245	39
ENSG00000248764	4	146934001	146945471	+	11471	0
ENSG00000248346	4	146957438	146975457	+	18020	0
ENSG00000260090	4	147005492	147009145	+	3654	0
ENSG00000279376	4	147025914	147030072	+	4159	0
ENSG00000221369	4	147344629	147344717	-	89	0
ENSG00000241281	4	147425974	147426351	-	378	0
ENSG00000249004	4	147458724	147459321	-	598	0
ENSG00000151617	4	147480917	147544954	+	64038	392
ENSG00000280219	4	147487971	147496062	+	8092	0
ENSG00000251254	4	147506091	147506765	+	675	0
ENSG00000251688	4	147567606	147594587	+	26982	2
ENSG00000251298	4	147609552	147617245	-	7694	25
ENSG00000164168	4	147617383	147672044	+	54662	3002
ENSG00000164169	4	147637785	147684230	-	46446	134
ENSG00000071205	4	147732063	148072780	+	340718	602
ENSG00000252951	4	147745303	147745417	-	115	0
ENSG00000264274	4	147782595	147782668	+	74	0
ENSG00000240014	4	147808926	147809209	+	284	0
ENSG00000270387	4	147916529	147917386	-	858	0
ENSG00000151623	4	148078762	148444698	-	365937	2378
ENSG00000250354	4	148146471	148208880	+	62410	0
ENSG00000251418	4	148526493	148527139	-	647	0
ENSG00000201846	4	148557947	148558048	+	102	0
ENSG00000250357	4	148693032	148694323	+	1292	0
ENSG00000225176	4	148703526	148703832	-	307	0
ENSG00000279016	4	148819351	148819956	-	606	0
ENSG00000249317	4	148940941	148942378	-	1438	0
ENSG00000239168	4	148991572	148991633	-	62	0
ENSG00000249752	4	149027445	149062522	-	35078	174
ENSG00000250252	4	149147802	149149780	-	1979	2
ENSG00000248210	4	149154295	149278123	+	123829	52
ENSG00000234828	4	149352017	149896233	-	544217	23
ENSG00000250905	4	149666057	149711149	+	45093	0
ENSG00000251482	4	149789952	149790303	+	352	0
ENSG00000202331	4	149907560	149907675	+	116	0
ENSG00000207121	4	149934376	149934483	+	108	0
ENSG00000250704	4	149956208	149958572	+	2365	0
ENSG00000170390	4	150078274	150257457	+	179184	11103
ENSG00000238721	4	150209706	150209768	+	63	0
ENSG00000198589	4	150264531	151015727	-	751197	2737
ENSG00000248521	4	150422645	150423642	-	998	0
ENSG00000249690	4	150579089	150581545	+	2457	0
ENSG00000181541	4	150581922	150584693	+	2772	0
ENSG00000221235	4	150639756	150639866	-	111	0
ENSG00000183432	4	150720981	150721478	+	498	0
ENSG00000252451	4	150970671	150970782	-	112	0
ENSG00000235606	4	151027090	151027617	+	528	0
ENSG00000145425	4	151099573	151104652	+	5080	6671
ENSG00000201264	4	151102057	151102128	+	72	0
ENSG00000109686	4	151102751	151325632	-	222882	2617
ENSG00000208797	4	151103827	151103891	+	65	0
ENSG00000270681	4	151139991	151141103	+	1113	0
ENSG00000249012	4	151259503	151262849	+	3347	0
ENSG00000189099	4	151277171	151291453	+	14283	0
ENSG00000250350	4	151279030	151279192	-	163	0
ENSG00000252544	4	151300518	151300613	+	96	0
ENSG00000270265	4	151333775	151353224	-	19450	0
ENSG00000251611	4	151407551	151408835	-	1285	4
ENSG00000164142	4	151409216	151663632	+	254417	23
ENSG00000278056	4	151565710	151565810	-	101	0
ENSG00000253019	4	151576766	151576916	+	151	0
ENSG00000251603	4	151667224	151670502	+	3279	46
ENSG00000278978	4	151669786	151670503	+	718	0
ENSG00000059691	4	151670504	151761023	-	90520	2641
ENSG00000251455	4	151674483	151677893	+	3411	0
ENSG00000249184	4	151799500	151801348	+	1849	2
ENSG00000249708	4	151887543	151891263	-	3721	0
ENSG00000249818	4	151904932	151928648	-	23717	0
ENSG00000248991	4	151919468	151943933	+	24466	0
ENSG00000251249	4	151955991	151969381	+	13391	1
ENSG00000253077	4	151971497	151971613	-	117	0
ENSG00000245954	4	152100754	152104720	+	3967	2
ENSG00000250706	4	152146385	152178573	-	32189	0
ENSG00000251377	4	152207421	152225870	-	18450	1
ENSG00000266244	4	152228468	152228534	+	67	0
ENSG00000244544	4	152264150	152264445	-	296	0
ENSG00000270302	4	152308283	152309983	-	1701	2
ENSG00000270883	4	152317902	152318364	-	463	4
ENSG00000270750	4	152320544	152321044	-	501	12
ENSG00000109670	4	152321259	152536101	-	214843	3256
ENSG00000270751	4	152337655	152338098	+	444	0
ENSG00000264678	4	152489327	152489416	-	90	0
ENSG00000268471	4	152536264	152539263	+	3000	215
ENSG00000277685	4	152536428	152536516	+	89	0
ENSG00000243417	4	152551277	152552364	-	1088	16
ENSG00000240669	4	152613875	152614333	-	459	0
ENSG00000170006	4	152618632	152680165	-	61534	98
ENSG00000248571	4	152666368	152670107	+	3740	0
ENSG00000164144	4	152687727	152918463	+	230737	1767
ENSG00000169989	4	152769354	152779764	-	10411	0
ENSG00000250980	4	152796063	152796831	-	769	0
ENSG00000252375	4	152900966	152901079	+	114	0
ENSG00000231841	4	152927446	152928207	+	762	22
ENSG00000137460	4	152936352	152979696	+	43345	1832
ENSG00000249022	4	153034211	153091165	+	56955	2
ENSG00000109654	4	153152342	153339320	+	186979	18656
ENSG00000252030	4	153265662	153265755	-	94	0
ENSG00000201786	4	153266909	153267010	-	102	0
ENSG00000213406	4	153307792	153308717	-	926	0
ENSG00000121211	4	153344649	153415118	+	70470	66
ENSG00000263596	4	153360533	153360654	+	122	0
ENSG00000243883	4	153381729	153382015	-	287	0
ENSG00000121210	4	153466346	153636711	+	170366	1964
ENSG00000250771	4	153640168	153681180	+	41013	20
ENSG00000248208	4	153658572	153659653	+	1082	0
ENSG00000137462	4	153701500	153705699	+	4200	228
ENSG00000145428	4	153710125	153760235	-	50111	2362
ENSG00000249309	4	153720327	153727722	+	7396	0
ENSG00000221657	4	153741852	153741939	-	88	0
ENSG00000145423	4	153780592	153789120	-	8529	262
ENSG00000252181	4	153873367	153873451	-	85	0
ENSG00000280241	4	154142122	154298819	+	156698	98
ENSG00000264137	4	154218909	154218993	+	85	0
ENSG00000197410	4	154232037	154491716	-	259680	237
ENSG00000278981	4	154235980	154237598	+	1619	0
ENSG00000280005	4	154261735	154262193	+	459	0
ENSG00000249200	4	154373886	154374347	+	462	0
ENSG00000250609	4	154523487	154524807	+	1321	0
ENSG00000171566	4	154535006	154550435	-	15430	4250
ENSG00000200350	4	154543933	154544037	-	105	0
ENSG00000248611	4	154555208	154555985	+	778	0
ENSG00000171564	4	154562956	154571086	+	8131	0
ENSG00000171560	4	154583126	154590766	-	7641	0
ENSG00000171557	4	154604134	154612967	-	8834	2
ENSG00000121207	4	154626945	154753118	+	126174	239
ENSG00000249074	4	154724586	154724880	+	295	0
ENSG00000249041	4	154754756	154781873	-	27118	0
ENSG00000249692	4	154770568	154770916	+	349	0
ENSG00000151962	4	154781213	154828813	+	47601	2
ENSG00000222582	4	154787118	154787278	+	161	0
ENSG00000252604	4	154790291	154790484	+	194	0
ENSG00000250538	4	155206529	155209027	-	2499	10
ENSG00000185149	4	155208629	155217078	+	8450	20
ENSG00000250910	4	155276689	155381346	+	104658	1
ENSG00000249924	4	155286162	155287136	-	975	0
ENSG00000164114	4	155342658	155376970	-	34313	0
ENSG00000250205	4	155381042	155381239	-	198	0
ENSG00000250398	4	155383107	155384102	-	996	0
ENSG00000271606	4	155385352	155385492	+	141	0
ENSG00000249247	4	155451617	155452405	-	789	0
ENSG00000249770	4	155452526	155453044	+	519	0
ENSG00000248748	4	155453049	155454803	-	1755	0
ENSG00000248548	4	155455050	155456411	-	1362	0
ENSG00000249127	4	155456638	155456981	-	344	0
ENSG00000249698	4	155457180	155457960	-	781	0
ENSG00000248420	4	155457961	155458640	-	680	0
ENSG00000249386	4	155458870	155459563	-	694	0
ENSG00000251223	4	155459704	155461237	-	1534	0
ENSG00000248907	4	155461633	155462663	-	1031	2
ENSG00000251407	4	155462873	155463823	-	951	0
ENSG00000251244	4	155515727	155517459	+	1733	25
ENSG00000164116	4	155666711	155732349	+	65639	3019
ENSG00000260244	4	155734448	155737062	+	2615	4692
ENSG00000061918	4	155758992	155807591	+	48600	13235
ENSG00000256394	4	155829729	155866273	-	36545	2
ENSG00000151790	4	155854738	155920406	+	65669	12
ENSG00000256043	4	155924118	155953917	-	29800	2269
ENSG00000249013	4	156006478	156006988	+	511	0
ENSG00000221189	4	156296561	156296646	-	86	0
ENSG00000251511	4	156585979	156590039	+	4061	0
ENSG00000251283	4	156634494	156642454	-	7961	0
ENSG00000249479	4	156642580	156643569	+	990	0
ENSG00000248912	4	156686664	156692636	+	5973	0
ENSG00000145431	4	156760454	156971394	-	210941	920
ENSG00000248629	4	156841359	156842236	+	878	0
ENSG00000280284	4	156876435	156876820	+	386	0
ENSG00000278880	4	156886645	156886862	+	218	0
ENSG00000250622	4	156972631	156972956	+	326	0
ENSG00000252350	4	156986372	156986693	-	322	0
ENSG00000252524	4	157064557	157064663	+	107	0
ENSG00000109738	4	157076057	157172090	+	96034	5806
ENSG00000199859	4	157201562	157201668	-	107	0
ENSG00000120251	4	157204182	157366075	+	161894	24617
ENSG00000249819	4	157204462	157204855	-	394	0
ENSG00000263738	4	157360144	157360198	+	55	0
ENSG00000234111	4	157572490	157576154	+	3665	6
ENSG00000221618	4	157588148	157588235	-	88	0
ENSG00000249275	4	157637687	157667044	+	29358	0
ENSG00000200521	4	157768013	157768113	-	101	0
ENSG00000249627	4	157815010	157815480	+	471	0
ENSG00000279703	4	157818101	157818572	-	472	0
ENSG00000279994	4	157945817	157946642	-	826	0
ENSG00000250475	4	157968412	157969615	-	1204	0
ENSG00000279139	4	158109500	158110153	-	654	2
ENSG00000280140	4	158111361	158111931	-	571	2
ENSG00000164125	4	158124474	158173318	-	48845	3629
ENSG00000248429	4	158170752	158202877	+	32126	76
ENSG00000251073	4	158182825	158183393	+	569	0
ENSG00000250604	4	158199105	158200442	-	1338	0
ENSG00000164124	4	158201604	158255411	+	53808	9143
ENSG00000251429	4	158270378	158278676	+	8299	1307
ENSG00000171509	4	158315311	158653372	+	338062	417
ENSG00000199634	4	158395394	158395534	+	141	0
ENSG00000248387	4	158469586	158470702	+	1117	0
ENSG00000249901	4	158490766	158509908	-	19143	0
ENSG00000205208	4	158666679	158672255	-	5577	236
ENSG00000171503	4	158672125	158709623	+	37499	2483
ENSG00000271817	4	158700691	158700909	+	219	0
ENSG00000171497	4	158709134	158723396	-	14263	2075
ENSG00000052795	4	158769138	158908049	+	138912	1010
ENSG00000206703	4	158794590	158794696	-	107	0
ENSG00000164123	4	158893134	159038760	-	145627	36
ENSG00000274535	4	158909373	158909450	-	78	0
ENSG00000221314	4	159000146	159000290	-	145	0
ENSG00000248988	4	159007119	159007835	+	717	0
ENSG00000249367	4	159026139	159026527	+	389	0
ENSG00000206978	4	159064297	159064398	-	102	0
ENSG00000109756	4	159104178	159360169	+	255992	7765
ENSG00000266377	4	159123633	159123684	-	52	0
ENSG00000264105	4	159128802	159128894	-	93	0
ENSG00000248552	4	159375099	159375322	-	224	0
ENSG00000250180	4	159398533	159401246	+	2714	0
ENSG00000250488	4	159666503	159777784	-	111282	1
ENSG00000274246	4	159722801	159722885	-	85	0
ENSG00000250997	4	160521829	160522311	-	483	0
ENSG00000249425	4	160539254	160586817	+	47564	1
ENSG00000242635	4	160818422	160818869	+	448	0
ENSG00000221362	4	161003877	161003958	-	82	0
ENSG00000249568	4	161378953	161388417	+	9465	30
ENSG00000168843	4	161383897	162164035	-	780139	1056
ENSG00000249419	4	162022733	162047567	+	24835	0
ENSG00000251253	4	162322188	162323907	+	1720	0
ENSG00000248396	4	162521682	162522041	+	360	0
ENSG00000274761	4	162709588	162709655	-	68	0
ENSG00000248431	4	162740668	162742048	+	1381	0
ENSG00000273556	4	162742591	162742677	-	87	0
ENSG00000276106	4	162979724	162979775	-	52	0
ENSG00000251123	4	162984795	162985416	+	622	2
ENSG00000250027	4	163108785	163119965	+	11181	23
ENSG00000145414	4	163110073	163166921	-	56849	2269
ENSG00000250547	4	163265575	163266583	-	1009	0
ENSG00000164128	4	163323961	163344832	-	20872	2416
ENSG00000164129	4	163343939	163351934	+	7996	677
ENSG00000227283	4	163382179	163382516	+	338	0
ENSG00000151005	4	163471093	163473746	-	2654	10
ENSG00000198498	4	163494442	163520539	+	26098	416
ENSG00000264535	4	163523292	163523386	+	95	0
ENSG00000145416	4	163524298	164384050	-	859753	1893
